Timestamp,consent,age_group,gender,education_level,primary_device,shopping_motivation,decision_speed,price_sensitivity,review_importance,brand_loyalty,social_proof_influence,primary_persona,check1,trait_introversion,trait_trust,trait_low_conscientiousness,trait_emotional_stability,check2,trait_low_openness,trait_extraversion,trait_agreeableness_reverse,trait_conscientiousness,trait_neuroticism,trait_openness,current_mood,font_style_pref,font_size_pref,color_theme_pref,accent_color_pref,background_pref,whitespace_pref,button_style_pref,hero_banner_size,recommendation_type,social_proof_display,urgency_pref,check3,checkout_style,form_field_style,product_desc_length,check4,desktop_grid_pref,desktop_info_density,desktop_image_text_ratio,desktop_whitespace,desktop_navigation,desktop_search_visibility,desktop_category_display,check5,desktop_product_card,desktop_price_display,desktop_filter_location,desktop_persistent_filters,desktop_quick_view,desktop_review_display,mobile_grid_pref,mobile_info_density,mobile_image_text_ratio,mobile_whitespace,mobile_navigation,mobile_search_visibility,mobile_category_display,mobile_product_card,mobile_price_display,mobile_filter_location,mobile_quick_view,mobile_review_display,mobile_sticky_header,mobile_touch_size,expects_device_adaptation,adaptation_comfort,delight_factors,frustration_points
172,0,1,1,3,1,3,1,1,2,3,2,5,3,3,3,4,4,3,4,4,3,4,4,3,5,0,1,3,0,4,0,4,1,1,1,0,0,4,5,3,3,1,2,1,0,3,1,0,3,0,4,1,1,3,1,0,2,1,0,0,2,0,3,2,1,2,1,0,1,2,4,120,21
173,0,1,1,1,1,0,3,4,0,4,2,3,3,5,3,2,3,3,4,5,3,5,3,5,4,2,2,3,0,3,2,5,1,1,1,2,0,4,4,2,3,1,2,0,0,1,0,3,3,0,1,1,1,3,0,3,2,0,0,0,2,2,4,2,1,1,0,1,2,2,3,120,113
174,0,1,1,2,1,4,1,4,4,1,0,4,3,3,5,2,5,3,3,4,1,3,1,3,7,1,2,2,0,0,0,4,3,2,0,1,0,4,5,1,3,1,2,1,0,1,0,2,3,3,3,2,1,3,2,0,1,0,0,0,1,0,2,2,1,2,1,1,1,2,3,120,113
175,0,1,1,1,1,3,1,1,2,3,0,5,3,4,4,4,4,3,4,5,3,3,4,4,1,1,2,2,5,1,0,4,3,2,0,0,0,1,7,0,3,4,2,0,2,2,1,1,3,3,4,0,1,3,1,2,2,0,0,1,1,2,4,2,0,0,1,1,1,1,3,90,66
176,0,1,1,1,1,3,3,1,0,3,3,5,3,3,2,4,3,3,5,4,3,5,2,5,4,2,1,2,1,3,0,4,3,1,1,4,0,4,4,2,3,2,2,1,2,2,0,0,3,4,0,1,1,1,0,2,2,0,0,0,1,1,0,1,1,1,0,0,2,2,4,37,48
177,0,1,1,1,1,1,2,1,4,1,0,4,3,5,3,3,3,3,3,3,2,3,3,3,5,2,0,2,0,3,0,5,2,0,1,4,0,4,4,3,3,2,0,1,1,2,0,0,3,4,0,0,1,1,3,1,0,2,1,2,0,1,4,1,1,1,1,0,2,2,3,120,113
178,0,0,1,1,1,3,3,4,2,4,2,4,3,3,4,5,4,3,4,5,2,4,4,5,0,1,2,2,1,3,1,4,2,1,1,4,0,4,5,1,3,3,1,0,0,2,1,2,3,4,2,2,1,3,2,0,1,1,1,0,1,0,4,2,0,2,0,1,2,2,4,120,113
194,0,3,0,4,1,1,2,1,3,3,1,2,3,3,5,3,4,3,2,5,2,5,3,3,4,0,1,5,0,0,0,3,1,0,2,4,0,2,7,0,3,2,2,1,0,0,1,2,3,0,0,0,0,0,2,0,2,0,0,1,1,0,4,2,0,2,0,0,2,2,5,112,0
6,0,0,0,1,1,0,1,0,2,1,3,0,3,3,4,4,2,3,2,4,3,4,4,2,1,1,2,5,0,0,0,4,1,3,1,0,0,4,5,3,3,2,0,2,0,0,0,2,3,3,4,1,0,1,2,1,2,0,0,0,0,0,4,2,1,2,2,1,1,2,4,96,81
7,0,0,0,1,1,1,3,1,2,2,0,0,3,4,4,2,3,3,3,4,2,3,2,4,4,0,2,3,0,1,0,2,3,1,4,2,0,3,1,2,3,0,2,1,2,2,0,3,3,3,3,1,1,3,0,2,2,0,2,0,0,2,3,2,0,2,0,0,1,1,4,44,47
8,0,0,0,2,1,3,1,0,0,2,0,5,3,2,5,2,4,3,3,4,3,5,2,4,4,1,2,2,0,0,1,5,2,0,2,3,0,3,0,1,3,0,0,0,2,0,2,3,3,4,4,2,1,0,1,0,0,0,0,0,2,2,4,2,1,2,1,0,1,1,4,120,113
9,0,0,0,4,1,1,3,4,2,4,3,3,3,4,3,4,2,3,2,2,3,4,4,4,7,0,2,2,0,2,0,4,0,0,4,4,0,3,4,3,3,1,2,1,0,3,0,2,3,2,0,1,1,3,2,0,2,1,0,0,0,0,4,2,2,1,2,1,2,3,4,79,14
10,0,0,0,4,1,3,2,0,0,1,2,0,3,3,4,4,4,3,5,4,3,3,2,5,4,2,2,3,4,0,1,2,1,1,4,4,0,4,4,0,3,1,2,1,0,1,2,3,3,0,4,2,0,3,0,0,2,0,1,0,2,0,4,2,1,1,1,0,2,2,3,120,113
11,0,0,0,4,1,0,2,1,2,2,3,0,3,5,3,4,2,3,5,5,3,5,3,5,3,2,3,2,0,2,0,4,1,2,0,0,0,3,4,3,3,1,2,1,0,0,1,0,3,2,2,2,0,0,2,0,2,0,1,0,0,1,2,2,1,1,0,1,2,1,3,120,113
12,0,0,1,4,1,3,1,1,0,1,3,4,3,4,4,1,3,3,3,4,1,5,2,5,4,1,2,2,1,3,0,2,3,2,3,3,0,2,1,1,3,1,2,2,0,1,0,3,3,1,2,2,1,3,3,3,1,0,0,2,2,2,1,1,1,2,1,0,1,3,5,120,113
13,0,0,0,4,1,0,1,1,0,1,2,5,3,4,4,4,2,3,2,4,3,4,5,4,4,0,3,1,0,2,0,2,3,0,4,0,0,1,7,2,3,3,2,0,0,0,1,0,3,3,3,1,1,3,0,1,2,0,0,0,1,0,3,2,1,0,2,1,1,2,5,120,113
14,0,0,1,4,0,3,2,1,0,1,4,4,3,5,5,4,4,3,1,1,3,4,3,5,4,0,0,5,1,0,0,3,1,3,1,1,0,1,1,2,3,4,2,1,2,1,1,1,3,0,4,1,1,1,0,3,2,0,0,0,0,0,0,2,1,1,0,0,2,0,5,120,113
15,0,0,0,4,1,3,2,1,2,1,0,5,3,3,4,3,4,3,3,4,2,3,4,4,4,3,1,3,5,4,0,2,3,3,1,0,0,0,1,3,3,3,2,0,2,1,1,0,3,0,4,0,1,3,0,1,2,0,0,1,1,0,0,2,2,2,0,1,2,2,2,120,113
16,0,1,1,1,1,1,0,2,4,1,0,2,3,3,5,1,3,3,3,4,2,3,4,3,1,1,1,2,0,2,0,5,1,2,1,1,0,3,7,3,3,1,2,0,0,1,1,0,3,3,2,2,1,1,2,0,2,0,0,0,1,0,4,0,0,2,2,1,1,2,3,120,113
17,0,1,0,1,0,3,1,1,4,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,5,4,3,0,0,1,2,3,0,0,1,1,1,3,3,2,0,0,1,1,2,3,4,3,2,1,1,3,3,1,1,1,2,2,2,2,0,0,1,2,1,2,3,3,120,113
18,0,1,0,1,1,3,1,1,0,2,0,2,3,3,4,2,4,3,3,3,1,5,3,4,4,2,1,3,0,2,0,4,3,1,1,2,0,3,5,0,3,1,2,2,0,3,0,0,3,3,4,1,1,3,2,1,0,0,0,0,2,2,3,2,0,0,0,1,2,3,5,34,70
19,0,1,0,3,1,2,1,2,0,2,1,4,3,5,4,1,5,3,2,3,1,5,2,5,5,1,1,5,4,1,0,4,3,0,1,3,0,3,5,0,3,1,2,0,0,2,0,0,3,4,2,1,0,0,3,3,2,0,0,3,0,0,4,1,1,0,2,1,2,1,5,100,71
20,0,0,1,4,1,3,1,1,2,3,0,4,3,3,2,3,4,3,3,4,3,3,3,5,4,3,2,0,0,2,0,3,3,1,1,0,0,1,2,1,3,1,2,2,0,3,0,3,3,1,4,2,1,0,2,3,2,2,2,0,0,2,2,2,0,0,0,1,1,2,3,72,13
21,0,1,0,1,1,3,1,0,0,3,0,0,3,3,3,2,1,3,5,3,2,4,5,5,3,3,1,5,0,0,0,3,3,0,1,2,0,3,4,3,3,4,2,1,2,0,1,1,3,3,2,1,1,3,3,3,2,0,0,1,1,0,4,1,1,2,0,0,2,2,2,14,17
22,0,0,0,1,1,2,2,1,2,1,0,4,3,3,4,2,3,3,5,5,2,3,3,5,2,2,2,0,0,0,2,3,3,2,1,0,0,3,7,3,3,3,2,0,2,3,2,2,3,4,1,1,0,0,1,0,0,0,0,0,2,0,3,2,1,1,0,0,1,2,3,120,113
23,0,0,0,1,1,3,3,1,0,3,2,5,3,3,3,2,2,3,1,4,1,4,4,3,5,0,3,5,0,3,0,4,0,2,4,4,0,3,5,2,3,2,1,0,0,0,1,3,3,3,4,0,1,0,2,0,2,0,0,0,2,2,3,1,1,0,0,0,1,2,5,8,39
24,0,0,0,1,1,3,1,1,0,1,2,5,3,3,5,2,4,3,3,5,2,4,4,5,4,0,3,5,0,2,0,2,1,1,1,4,0,4,0,1,3,1,2,1,2,2,1,3,3,4,4,2,1,3,2,2,1,0,0,0,1,2,4,2,0,2,2,1,1,1,4,38,88
25,0,1,0,1,1,0,0,1,3,1,1,1,3,3,3,5,4,3,2,3,3,5,4,5,0,0,1,3,0,3,1,4,3,1,4,4,0,1,4,1,3,3,2,0,2,2,0,3,3,4,0,2,1,3,1,1,2,0,0,0,0,2,3,1,1,2,0,1,2,2,5,28,50
26,0,2,0,1,1,0,3,1,2,3,2,0,3,4,1,4,3,3,2,3,3,4,4,2,7,1,2,4,5,2,0,2,1,1,4,0,0,3,5,1,3,0,0,1,2,0,0,2,3,0,1,0,1,3,0,1,0,0,0,0,1,2,4,2,1,1,2,0,1,0,3,120,113
28,0,0,1,4,1,3,1,1,4,3,2,5,3,3,4,4,3,3,2,4,4,4,2,5,5,0,2,5,2,2,0,4,1,0,1,0,0,4,1,1,3,1,2,1,0,3,1,3,3,4,0,1,1,3,0,0,2,0,0,0,2,0,3,0,1,2,0,1,1,2,3,55,24
29,0,0,1,1,0,3,3,1,2,3,0,5,3,3,5,4,2,3,3,3,3,3,5,5,2,2,1,1,1,0,1,1,1,0,1,3,0,0,2,3,3,3,2,0,2,0,1,2,3,3,4,2,1,0,2,1,2,0,0,2,1,2,3,2,1,1,0,1,2,2,3,77,63
30,0,0,0,1,1,3,2,0,4,4,0,3,3,4,2,2,2,3,5,2,4,4,4,4,4,3,2,1,0,1,0,2,3,1,4,0,0,4,4,2,3,3,0,0,2,2,1,2,3,0,1,2,0,3,2,1,0,0,0,2,0,0,0,2,1,2,2,0,1,2,4,120,113
31,0,0,0,1,1,3,3,0,1,3,0,5,3,4,4,4,2,3,4,2,1,3,3,3,5,3,2,3,0,0,0,3,1,3,0,0,0,2,5,2,3,3,2,1,2,1,1,2,3,1,3,2,0,1,0,3,0,0,0,0,0,0,3,2,1,2,0,1,2,3,3,120,113
32,0,0,0,1,1,2,3,0,4,0,1,0,3,4,3,4,2,3,2,2,1,1,3,4,4,1,2,3,0,0,2,2,3,0,3,1,0,4,5,2,3,4,2,0,0,0,0,2,3,3,4,1,1,0,1,2,2,0,0,0,1,2,3,0,1,0,1,1,1,2,4,39,78
33,0,0,0,1,1,0,1,0,0,1,0,5,3,4,4,3,4,3,5,4,2,5,3,5,0,1,1,5,4,2,0,4,1,3,4,4,0,4,5,2,3,4,2,1,0,0,0,0,3,0,4,2,0,1,2,3,2,0,0,2,2,0,3,2,1,0,0,0,1,2,4,120,113
34,0,0,1,4,0,3,1,1,4,3,3,1,3,3,4,2,3,3,3,4,3,5,2,4,7,2,2,0,0,2,0,4,3,1,1,1,0,1,7,2,3,1,2,0,0,0,0,3,3,3,3,1,1,3,2,3,2,0,0,0,1,0,4,2,1,1,0,1,2,2,4,102,99
35,0,0,0,4,1,1,1,1,2,2,2,4,3,3,5,2,4,3,4,4,2,4,2,3,4,1,1,0,0,0,0,5,1,1,4,1,0,3,4,1,3,2,2,0,0,2,0,3,3,4,3,2,1,3,2,0,2,0,0,2,1,0,4,0,1,2,0,1,2,2,3,120,113
36,0,0,0,4,0,1,1,1,2,1,0,4,3,3,4,3,4,3,2,4,3,4,3,4,5,2,2,0,0,0,0,4,1,2,4,1,0,3,4,3,3,0,2,1,0,3,0,2,3,0,1,1,0,3,2,2,2,0,0,3,1,2,0,2,1,2,0,0,1,1,3,110,103
37,0,0,1,4,0,3,3,1,0,3,0,5,3,3,5,5,4,3,3,2,3,4,2,4,4,1,1,2,0,3,0,4,1,3,0,4,0,2,5,1,3,1,2,0,0,3,0,3,3,0,4,2,1,3,0,0,2,0,0,0,1,2,3,2,0,0,0,1,1,1,4,31,3
38,0,0,1,4,1,3,3,1,0,1,0,5,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,2,1,2,0,1,0,0,0,0,2,0,1,3,3,0,2,2,0,0,2,3,1,1,2,0,0,0,1,0,2,0,1,1,2,1,0,0,0,2,1,2,0,5,125,115
39,0,0,1,4,1,0,3,0,2,1,2,5,3,3,2,4,2,3,2,2,4,5,4,4,4,0,2,2,0,3,0,4,1,3,1,1,0,4,1,3,3,1,1,1,0,1,1,0,3,0,1,1,1,2,1,0,1,0,0,2,2,0,0,2,1,1,1,1,2,2,5,120,6
40,0,0,1,4,1,1,2,0,1,3,4,3,3,4,4,2,5,3,2,5,3,5,1,5,5,0,3,5,0,0,0,4,0,2,0,4,0,3,7,2,3,1,2,1,2,3,0,3,3,4,1,0,0,2,1,0,2,0,0,2,2,2,4,2,0,1,2,1,2,2,4,17,79
41,0,0,1,4,1,4,3,1,4,1,0,1,3,4,2,2,4,3,4,3,4,5,3,4,4,1,2,2,2,3,0,4,3,1,1,2,0,2,1,2,3,0,2,2,0,0,0,3,3,0,4,2,1,3,0,2,2,0,0,0,1,2,3,2,1,2,1,1,1,2,3,120,113
42,0,0,1,4,1,4,3,0,0,3,0,5,3,4,5,5,3,3,2,3,4,5,2,3,5,1,1,1,0,1,0,4,3,1,0,3,0,4,1,1,3,0,2,1,0,3,1,0,3,2,0,2,1,1,0,2,2,0,0,3,1,0,4,1,1,2,0,1,2,2,3,119,117
43,0,0,0,4,0,3,3,4,0,1,2,0,3,2,1,4,2,3,5,4,3,2,3,4,4,2,2,4,5,0,0,4,0,1,1,0,0,3,0,2,3,2,2,1,2,3,1,0,3,1,4,2,1,0,0,0,0,0,0,0,2,1,4,2,2,2,2,1,1,1,5,11,33
44,0,0,1,4,1,1,1,0,4,1,2,0,3,3,4,4,3,3,2,3,2,4,3,3,4,3,2,0,0,0,0,3,1,1,1,4,0,1,4,3,3,0,2,1,0,3,1,1,3,4,0,2,0,3,0,2,0,0,0,1,2,2,0,0,0,2,0,0,1,2,2,120,113
45,0,0,1,4,0,3,1,1,4,3,2,0,3,3,5,4,3,3,3,3,3,4,4,4,4,1,2,0,0,2,0,4,3,1,3,2,0,4,1,2,3,1,2,1,0,1,0,1,3,4,1,1,1,3,0,1,2,0,0,0,0,0,4,0,0,1,0,0,2,1,3,104,98
46,0,0,1,4,1,0,2,1,2,3,4,2,3,4,3,3,5,3,2,5,4,5,2,5,4,3,3,2,5,3,2,1,1,0,4,1,0,0,4,2,3,0,2,1,2,1,2,3,3,2,1,2,1,0,2,2,2,2,0,0,0,2,3,0,1,1,2,0,0,3,3,121,118
47,0,0,1,4,0,3,1,0,3,3,2,4,3,4,4,5,4,3,2,3,3,4,4,2,3,1,2,4,5,0,0,3,1,0,2,3,0,4,5,2,3,2,2,1,0,0,1,3,3,4,4,1,1,3,0,1,0,0,0,0,1,2,3,2,1,0,0,1,1,3,4,50,2
48,0,0,0,4,0,1,3,1,2,3,2,5,3,4,3,3,2,3,5,3,1,2,4,4,7,0,0,4,0,3,0,4,0,3,1,0,0,3,4,0,3,1,2,0,0,3,0,0,3,4,0,1,1,3,1,3,1,0,0,2,1,2,4,1,0,1,0,0,2,1,2,113,105
49,0,0,1,4,1,3,2,1,0,3,3,3,3,4,4,4,5,3,2,4,1,4,1,2,5,1,2,1,1,1,0,2,0,2,4,1,0,2,0,1,3,0,2,2,0,2,2,2,3,2,4,1,1,0,2,0,0,0,0,1,1,2,2,0,1,2,0,1,2,3,4,120,113
50,0,0,1,4,1,3,2,0,2,0,2,5,3,4,5,2,4,3,2,5,5,3,4,2,1,1,1,0,0,4,0,4,1,1,1,4,0,4,2,2,3,0,2,0,0,2,0,3,3,3,2,0,1,3,3,0,2,0,0,0,0,2,3,2,1,0,1,1,2,3,4,115,109
51,0,0,1,4,1,3,3,4,1,3,0,1,3,5,5,4,5,3,1,5,3,4,1,5,5,2,2,1,5,0,0,5,1,3,2,0,0,2,4,2,3,3,1,1,0,2,0,0,3,4,3,2,1,3,2,2,2,1,0,2,2,2,4,2,0,0,2,1,1,3,5,116,96
52,0,0,0,4,1,3,1,4,2,1,0,0,3,3,4,2,3,3,1,4,3,4,4,3,7,0,1,5,5,2,2,5,0,3,0,2,0,1,7,3,3,0,1,0,0,1,0,0,3,4,1,1,1,3,1,2,1,1,1,2,2,0,4,0,0,2,2,1,1,3,2,120,113
53,0,0,1,0,1,1,3,1,4,2,0,0,3,2,3,4,2,3,1,4,3,5,4,4,0,1,2,1,0,1,1,4,3,1,2,0,0,3,7,0,3,3,1,1,1,3,0,3,3,4,0,0,0,0,1,1,1,1,1,2,2,2,2,0,1,1,2,0,2,2,5,85,110
54,0,0,0,4,1,1,1,1,0,0,3,2,3,3,4,4,5,3,5,4,3,3,3,4,0,2,2,5,1,2,0,2,1,3,4,4,0,4,1,2,3,1,2,1,2,3,1,3,3,2,0,2,1,3,0,1,2,0,0,0,0,0,3,2,0,2,0,1,2,2,4,111,125
55,0,0,1,4,1,3,1,1,0,1,0,5,3,5,3,3,4,3,4,3,3,4,2,4,5,1,2,5,0,2,2,4,1,0,4,0,0,4,5,2,3,1,2,0,0,2,0,3,3,0,1,0,0,0,0,0,2,0,0,2,2,2,3,1,1,2,0,0,1,2,4,81,75
56,0,0,1,4,1,1,2,0,2,3,4,4,3,3,4,4,3,3,2,3,4,4,3,5,5,0,1,2,0,2,0,3,0,1,1,4,0,3,7,2,3,1,2,1,1,3,1,0,3,4,3,2,0,3,2,0,0,0,0,2,0,2,0,1,0,1,1,1,2,3,4,80,121
57,0,0,1,4,1,3,2,0,3,3,0,1,3,4,5,2,4,3,3,4,2,4,1,4,3,0,2,0,0,3,0,4,1,2,0,2,0,4,5,2,3,2,1,1,0,3,1,0,3,4,4,2,1,2,2,2,2,0,0,0,2,2,2,2,0,1,1,0,1,3,3,120,113
58,0,0,1,4,1,1,1,1,4,0,3,0,3,4,3,5,4,3,2,5,5,3,3,5,0,0,3,5,0,3,0,2,1,3,0,0,0,3,4,3,3,2,0,1,0,2,0,0,3,0,2,1,1,1,2,0,2,0,2,0,2,0,4,2,1,1,0,1,1,2,3,56,80
59,0,0,1,4,1,3,3,3,2,3,0,5,3,3,5,3,3,3,5,4,5,5,4,5,5,1,3,1,6,1,1,2,1,1,0,0,0,3,0,2,3,1,2,1,2,2,0,3,3,3,4,2,1,3,1,0,2,0,0,0,1,2,3,2,1,1,2,1,2,2,5,63,90
60,0,0,1,4,1,3,1,3,2,3,2,1,3,3,2,2,4,3,3,5,3,3,3,3,3,1,1,5,0,2,0,2,1,1,4,3,0,2,0,3,3,3,2,0,0,3,0,2,3,0,3,0,1,0,0,0,2,0,0,0,1,0,3,2,1,2,2,0,2,2,3,89,89
61,0,0,1,4,1,1,1,1,4,1,0,1,3,3,1,5,3,3,4,1,3,3,3,5,0,2,2,0,1,4,0,2,1,1,4,2,0,0,5,2,3,2,1,0,0,2,1,0,3,3,2,0,0,3,0,3,2,0,0,0,0,0,3,1,1,2,2,1,1,2,3,51,113
62,0,0,1,4,1,4,0,4,3,1,4,2,3,3,5,3,5,3,5,2,3,3,4,5,5,2,0,1,5,0,0,2,0,0,4,0,0,2,4,3,3,1,2,0,0,1,1,3,3,3,3,1,1,0,2,0,2,0,0,1,1,0,3,2,1,2,0,0,1,3,3,92,4
63,0,0,0,4,1,0,3,0,4,1,1,1,3,4,4,3,4,3,2,4,2,5,4,3,4,2,2,4,3,3,2,5,3,1,0,2,0,4,5,2,3,2,0,1,2,2,2,1,3,4,3,1,0,0,3,0,1,1,1,2,2,2,2,0,0,1,2,1,1,1,3,120,113
64,0,0,1,4,0,0,0,1,0,3,0,4,3,3,2,5,1,3,1,3,4,3,5,5,7,3,0,2,0,0,0,4,3,1,4,0,0,3,4,1,3,2,2,2,0,1,2,0,3,4,0,1,1,0,1,2,2,0,1,2,2,0,4,2,0,1,0,0,2,2,5,61,113
65,0,0,1,4,0,3,3,4,4,3,2,4,3,3,3,5,5,3,4,2,3,4,3,4,4,2,2,5,0,1,0,4,3,1,2,0,0,1,0,3,3,0,0,0,0,3,0,3,3,1,3,0,1,0,2,0,2,0,0,0,1,2,4,1,0,1,2,1,2,2,4,84,40
66,0,0,1,4,0,4,1,1,3,3,3,4,3,4,3,5,4,3,2,3,2,3,2,3,5,3,2,5,0,0,0,2,3,0,3,1,0,3,7,3,3,3,2,1,2,1,1,0,3,4,4,0,1,0,1,3,2,2,0,2,0,1,3,0,1,2,0,1,0,3,5,32,83
67,0,0,1,4,1,3,1,4,0,3,3,3,3,5,2,3,4,3,2,3,5,5,3,4,7,3,1,1,0,1,0,4,1,3,3,1,0,3,5,1,3,3,2,0,0,2,0,3,3,2,2,2,1,3,2,0,2,0,0,0,2,1,3,2,0,2,2,0,1,2,4,49,55
68,0,0,0,4,1,0,3,1,1,1,0,4,3,2,4,5,1,3,3,3,1,3,5,1,4,2,2,2,0,3,0,4,0,2,4,0,0,0,5,3,3,1,2,0,0,2,2,3,3,2,3,0,1,3,2,2,0,0,0,0,0,0,0,2,1,0,1,0,2,0,3,129,100
69,0,0,1,4,0,3,1,1,2,1,3,4,3,3,2,1,5,3,3,4,2,1,1,4,4,1,1,5,5,0,0,0,1,3,1,4,0,4,7,0,3,1,2,0,0,3,2,0,3,4,2,1,1,3,2,0,2,0,0,0,1,0,4,1,1,2,0,1,2,3,5,127,97
70,0,0,0,4,1,3,1,3,2,1,0,3,3,3,3,3,2,3,4,3,2,3,3,3,4,2,3,3,3,1,0,4,3,1,4,0,0,4,5,3,3,1,2,1,0,1,2,0,3,0,1,2,0,0,0,1,2,0,0,0,2,0,4,0,1,2,0,0,2,2,5,9,84
71,0,0,0,4,1,4,1,1,4,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,3,0,0,2,1,1,4,0,0,4,5,3,3,2,2,0,0,1,1,3,3,2,3,2,1,1,2,0,2,0,0,1,1,1,3,2,1,2,0,1,1,2,3,120,113
72,0,0,1,4,1,1,3,4,0,0,1,5,3,4,5,3,1,3,1,2,2,4,5,5,7,2,1,2,1,3,2,5,0,0,0,1,0,3,0,1,3,3,2,1,0,3,0,1,3,1,2,2,1,1,2,2,2,1,0,2,2,2,4,2,1,2,0,1,2,1,3,26,11
73,0,0,1,3,1,1,1,0,0,3,3,1,3,3,5,2,2,3,3,3,2,3,5,4,4,2,1,3,0,0,2,1,3,1,4,4,0,3,5,3,3,0,2,1,0,3,2,3,3,4,2,2,1,3,2,2,2,0,2,2,1,0,3,2,1,2,0,1,1,2,3,53,45
74,0,0,1,4,1,3,0,4,4,3,4,5,3,2,4,3,4,3,4,4,3,3,4,4,5,1,2,1,1,1,0,2,1,3,0,4,0,2,4,3,3,1,2,1,2,2,1,0,3,3,4,1,1,3,2,1,1,0,0,0,1,0,4,2,1,1,2,0,2,2,4,117,120
75,0,0,1,4,1,3,1,3,2,1,2,2,3,3,5,3,2,3,3,3,4,4,5,3,5,2,1,5,0,2,0,4,1,1,4,0,0,4,5,1,3,1,2,1,2,3,0,3,3,3,0,1,1,0,3,2,2,0,0,1,2,2,2,0,1,2,2,1,2,2,5,126,124
76,0,0,1,4,1,4,1,1,4,2,0,1,3,3,5,1,4,3,2,5,4,4,5,4,3,0,1,1,1,0,0,5,1,2,0,0,0,2,5,0,3,0,2,0,0,2,1,3,3,3,3,1,1,3,2,0,2,0,0,0,1,0,3,2,1,1,2,1,2,3,2,23,18
77,0,0,1,4,1,3,3,1,0,3,0,1,3,4,4,3,2,3,3,3,2,4,4,3,0,2,2,2,0,2,0,4,1,1,1,0,0,4,7,2,3,2,2,1,0,0,0,2,3,4,4,2,1,0,0,0,2,0,0,0,0,2,0,2,0,1,0,1,1,2,3,27,58
78,0,0,1,4,0,3,1,1,0,4,0,3,3,2,4,3,1,3,2,1,4,5,5,4,5,0,2,1,0,1,0,2,2,0,1,0,0,2,5,1,3,1,0,0,2,0,0,1,3,3,2,2,1,0,0,1,0,0,2,0,0,1,3,1,0,2,0,1,2,1,5,87,57
79,0,0,0,4,1,1,1,0,0,1,3,5,3,4,4,5,3,3,4,2,3,4,5,5,4,1,1,2,0,3,0,5,1,1,1,4,0,3,0,3,3,2,1,1,0,3,2,2,3,2,2,1,0,3,0,0,2,1,0,2,1,0,4,1,1,1,2,0,2,2,2,10,91
80,0,0,1,4,0,1,1,0,4,3,3,3,3,3,3,5,4,3,2,3,2,3,4,3,7,2,2,5,0,2,0,2,3,1,1,0,0,4,0,3,3,2,2,1,0,0,0,0,3,4,0,1,1,0,0,0,2,0,0,0,0,0,4,2,1,2,2,0,1,1,3,86,7
81,0,0,0,4,1,1,1,0,4,3,2,0,3,3,2,4,3,3,4,2,2,4,1,4,6,2,2,2,5,0,0,2,1,1,1,2,0,1,5,2,3,0,2,1,0,0,1,2,3,3,1,0,1,3,0,0,2,1,0,0,1,0,3,2,1,0,0,1,2,1,2,88,20
82,0,0,1,4,1,3,3,0,2,1,0,2,3,3,4,5,2,3,4,4,3,2,4,4,0,1,2,5,5,0,0,2,1,0,1,4,0,3,4,3,3,0,2,1,0,3,0,3,3,0,3,1,0,3,0,0,2,0,0,0,2,0,0,2,0,2,2,0,1,2,3,91,22
108,0,0,0,4,1,1,3,4,2,3,1,0,3,4,3,2,1,3,3,5,3,4,4,5,6,0,1,4,0,3,0,1,1,1,4,0,0,3,4,2,3,4,2,1,2,0,0,3,3,4,1,1,1,0,0,0,0,0,0,2,1,2,3,2,1,2,0,1,2,2,4,101,108
0,0,0,1,4,1,3,3,4,4,1,2,5,3,4,3,3,2,3,4,3,3,4,5,5,7,2,2,2,5,3,0,1,3,1,3,4,0,1,0,2,3,2,2,0,0,3,2,0,3,4,4,2,1,0,3,2,1,1,1,2,2,2,2,0,0,1,2,1,2,3,4,120,113
27,0,1,0,3,1,3,3,1,0,3,3,4,3,5,5,3,2,3,4,4,1,5,3,5,3,1,2,4,4,3,0,4,3,1,1,2,0,4,5,1,3,3,2,1,0,1,0,3,3,3,4,2,0,1,0,0,0,0,0,0,2,2,3,2,1,1,2,1,1,2,5,118,107
179,0,0,0,4,1,1,2,4,2,1,1,2,3,3,4,4,3,3,2,4,2,3,3,3,4,1,3,2,0,0,0,3,3,1,1,4,0,4,7,2,3,2,2,1,2,0,2,2,3,0,1,2,0,0,0,0,2,0,0,0,2,1,3,2,1,2,0,0,2,2,4,108,114
180,0,0,1,4,1,0,2,1,0,3,3,1,3,4,4,5,5,3,3,3,2,2,5,5,7,2,2,4,0,3,0,4,1,1,1,4,0,3,5,0,3,0,2,0,0,1,1,3,3,3,3,2,1,3,2,0,2,0,0,0,1,0,4,2,1,2,0,1,1,1,5,41,73
181,0,0,0,4,0,3,1,1,2,1,2,4,3,4,5,3,3,3,4,4,2,4,4,4,0,3,3,0,0,0,0,4,1,3,1,4,0,3,2,0,3,1,2,0,0,3,1,3,3,2,2,1,1,0,0,2,2,0,0,0,1,2,2,1,1,2,0,1,2,2,4,103,126
